fieldId,fov,ra,dec,gl,gb,el,eb
1452,3.5,180.0,-26.565077,-71.114951,34.899707,-168.68291,-24.224539
1453,3.5,252.000016,-26.565069,-5.406637,11.793695,-106.019191,-4.126133
1454,3.5,107.999984,-26.565069,-121.064416,-7.619823,114.708938,-48.475609
1455,3.5,324.000013,-26.565018,22.033819,-46.688609,-42.309449,-11.60673
1456,3.5,35.999987,-26.565018,-143.327006,-69.37505,22.888052,-38.2745
1457,3.5,241.053007,-26.341543,-12.038413,19.229202,-115.762576,-5.461553
1458,3.5,118.946993,-26.341543,-116.522043,1.070513,128.686201,-45.975217
1459,3.5,313.052994,-26.341538,19.192072,-37.117262,-51.726544,-8.431723
1460,3.5,46.947006,-26.341538,-140.651994,-59.640155,34.812552,-41.880891
1461,3.5,190.946963,-26.341533,-59.200273,36.498543,-159.221834,-19.841301
1462,3.5,169.053037,-26.341533,-82.26673,31.828891,-178.60588,-28.346427
1463,3.5,262.946989,-26.34153,0.562964,3.974506,-96.257874,-3.057651
1464,3.5,97.053011,-26.34153,-125.436495,-16.440485,99.831815,-49.541426
1465,3.5,334.947,-26.341476,25.430261,-56.261116,-32.804514,-14.842279
1466,3.5,25.053,-26.341476,-148.433739,-79.085924,12.008751,-33.921309
1467,3.5,214.426793,-26.14058,-33.944765,32.828304,-139.054738,-11.674144
1468,3.5,145.573207,-26.14058,-101.629311,19.941804,158.654488,-37.307996
1469,3.5,286.426783,-26.140567,10.677372,-14.513424,-75.196266,-3.538267
1470,3.5,73.573217,-26.140567,-133.299212,-36.279388,67.631004,-48.307689
1471,3.5,217.573242,-26.140563,-30.903833,31.660386,-136.334538,-10.747589
1472,3.5,142.426758,-26.140563,-103.736659,17.94039,155.386337,-38.45952
1473,3.5,358.426798,-26.140559,34.037807,-77.068234,-12.36525,-23.229635
1474,3.5,1.573202,-26.140559,35.968948,-79.86662,-9.584301,-24.457866
1475,3.5,289.573218,-26.14051,11.819325,-17.115551,-72.387328,-3.886086
1476,3.5,70.426782,-26.14051,-134.237353,-39.004541,63.477333,-47.788341
1477,3.5,220.714971,-26.053486,-27.932755,30.439873,-133.639515,-9.780457
1478,3.5,139.285029,-26.053486,-105.809335,15.931218,152.010163,-39.49912
1479,3.5,211.285082,-26.053435,-37.053408,33.937649,-141.797145,-12.556357
1480,3.5,148.714918,-26.053435,-99.483873,21.930025,161.80768,-36.053374
1481,3.5,283.285047,-26.053426,9.580657,-11.90039,-77.998774,-3.163393
1482,3.5,76.714953,-26.053426,-132.447098,-33.544487,71.857486,-48.655633
1483,3.5,355.285048,-26.053417,32.855485,-74.260584,-15.083375,-21.937439
1484,3.5,4.714952,-26.053417,39.487636,-82.639469,-6.7431,-25.616214
1485,3.5,292.71498,-26.053413,13.011206,-19.701905,-69.575729,-4.205683
1486,3.5,67.28502,-26.053413,-135.274119,-41.714542,59.427101,-47.104696
1487,3.5,295.843123,-25.881032,14.257457,-22.268025,-66.765162,-4.496885
1488,3.5,64.156877,-25.881032,-136.423684,-44.404075,55.505112,-46.266862
1489,3.5,280.156808,-25.881032,8.523526,-9.281324,-80.791709,-2.764044
1490,3.5,79.843192,-25.881032,-131.668898,-30.804892,76.122676,-48.829138
1491,3.5,223.843172,-25.881032,-25.032713,29.172023,-130.971589,-8.777289
1492,3.5,136.156828,-25.881032,-107.850375,13.918781,148.535575,-40.41958
1493,3.5,352.156844,-25.881032,32.080927,-71.452184,-17.737766,-20.588264
1494,3.5,7.843156,-25.881032,47.329265,-85.341285,-3.845442,-26.700162
1495,3.5,208.156856,-25.881025,-40.227631,34.981762,-144.558537,-13.392003
1496,3.5,151.843144,-25.881025,-97.295551,23.899016,164.842876,-34.705758
1497,3.5,331.964217,-25.698276,25.654176,-53.507659,-35.13189,-13.260776
1498,3.5,28.035783,-25.698276,-149.647141,-76.34143,15.269289,-34.493875
1499,3.5,244.035785,-25.698276,-9.578607,17.760577,-113.237117,-4.335969
1500,3.5,115.964215,-25.698276,-118.438313,-0.911011,124.718326,-46.062655
1501,3.5,187.964204,-25.698275,-62.590537,36.963419,-162.101375,-20.376716
1502,3.5,172.035796,-25.698275,-79.656906,33.493703,-176.216792,-26.584263
1503,3.5,316.035786,-25.69827,20.875654,-39.536902,-48.942972,-8.570712
1504,3.5,43.964214,-25.69827,-142.876052,-62.176103,31.824437,-40.291136
1505,3.5,259.964211,-25.698267,-0.392489,6.561612,-98.974899,-2.574135
1506,3.5,100.035789,-25.698267,-124.955216,-13.723454,103.820927,-48.658945
1507,3.5,277.049231,-25.626772,7.499596,-6.660254,-83.573199,-2.34357
1508,3.5,82.950769,-25.626772,-130.953219,-28.064502,80.392291,-48.828902
1509,3.5,226.950755,-25.626718,-22.203717,27.860605,-128.33085,-7.743453
1510,3.5,133.049245,-25.626718,-109.862561,11.905843,144.97398,-41.21609
1511,3.5,205.04926,-25.626712,-43.465573,35.95381,-147.336175,-14.180214
1512,3.5,154.95074,-25.626712,-95.058022,25.842721,167.760959,-33.275545
1513,3.5,349.049216,-25.626703,31.548839,-68.64762,-20.329897,-19.189196
1514,3.5,10.950784,-25.626703,73.791127,-87.724408,-0.895021,-27.706776
1515,3.5,298.95072,-25.626702,15.562672,-24.811006,-63.958042,-4.760796
1516,3.5,61.04928,-25.626702,-137.702554,-47.069054,51.727924,-45.287019
1517,3.5,201.966913,-25.294632,-46.766188,36.847311,-150.128712,-14.921238
1518,3.5,158.033087,-25.294632,-92.763097,27.755747,170.566636,-31.77233
1519,3.5,230.03314,-25.294627,-19.443796,26.508364,-125.715403,-6.683901
1520,3.5,129.96686,-25.294627,-111.849517,9.893693,141.336945,-41.885487
1521,3.5,302.03318,-25.29462,16.932243,-27.329435,-61.155277,-4.999307
1522,3.5,57.96682,-25.29462,-139.131128,-49.706529,48.104059,-44.178007
1523,3.5,345.966892,-25.294617,31.169056,-65.848811,-22.863509,-17.746877
1524,3.5,14.033108,-25.294617,153.059164,-87.885589,2.105129,-28.634495
1525,3.5,273.966875,-25.294611,6.502014,-4.039435,-86.343323,-1.905358
1526,3.5,86.033125,-25.294611,-130.289654,-25.325214,84.635148,-48.658458
1527,3.5,256.96182,-25.018768,-1.405973,9.17206,-101.735722,-2.112823
1528,3.5,103.03818,-25.018768,-124.442322,-10.971875,107.738284,-47.660836
1529,3.5,247.038159,-25.018758,-7.144759,16.209937,-110.667862,-3.217983
1530,3.5,112.961841,-25.018758,-120.358977,-2.945149,120.687829,-46.046501
1531,3.5,328.961845,-25.018754,25.797238,-50.712235,-37.483479,-11.663878
1532,3.5,31.038155,-25.018754,-150.344862,-73.550455,18.612823,-35.020267
1533,3.5,319.03818,-25.018751,22.666026,-41.983147,-46.118395,-8.727011
1534,3.5,40.96182,-25.018751,-145.470688,-64.721718,28.908154,-38.631513
1535,3.5,184.961861,-25.018748,-66.073281,37.299999,-165.03596,-20.906483
1536,3.5,175.038139,-25.018748,-76.881407,35.09537,-173.841807,-24.783788
1537,3.5,198.911166,-24.889335,-50.12999,37.656091,-152.936908,-15.616498
1538,3.5,161.088834,-24.889335,-90.40002,29.633594,173.268338,-30.204245
1539,3.5,233.088845,-24.88933,-16.748997,25.116386,-123.120926,-5.603153
1540,3.5,126.911155,-24.88933,-113.815787,7.881602,137.635136,-42.426414
1541,3.5,270.911152,-24.889328,5.522743,-1.419232,-89.104541,-1.4533
1542,3.5,89.088848,-24.889328,-129.667893,-22.586722,88.825516,-48.324037
1543,3.5,342.911137,-24.889286,30.887856,-63.054597,-25.345181,-16.266695
1544,3.5,17.088863,-24.889286,-176.626946,-85.589036,5.154006,-29.483168
1545,3.5,305.088793,-24.889283,18.373062,-29.823651,-58.355767,-5.21484
1546,3.5,54.911207,-24.889283,-140.735696,-52.314864,44.634428,-42.952093
1547,3.5,181.571414,-24.589426,-69.971312,37.148417,-168.221924,-21.830385
1548,3.5,178.428586,-24.589426,-73.42938,36.441612,-171.01309,-23.060171
1549,3.5,250.428526,-24.589421,-4.745082,14.138167,-107.68107,-2.348692
1550,3.5,109.571474,-24.589421,-122.188911,-5.460154,116.212694,-46.267539
1551,3.5,322.428557,-24.589416,24.315716,-44.85032,-43.022248,-9.278529
1552,3.5,37.571443,-24.589416,-148.021292,-67.654112,25.531357,-37.036277
1553,3.5,253.57142,-24.589413,-2.924537,11.897329,-104.842911,-1.997192
1554,3.5,106.42858,-24.589413,-123.486712,-8.01089,112.125576,-46.777999
1555,3.5,325.571419,-24.589375,25.337326,-47.619434,-40.281459,-10.211501
1556,3.5,34.428581,-24.589375,-149.682247,-70.449791,22.274435,-35.892832
1557,3.5,195.879138,-24.415883,-53.560273,38.373584,-155.764432,-16.269192
1558,3.5,164.120862,-24.415883,-87.954006,31.472477,175.878656,-28.577676
1559,3.5,339.879088,-24.415837,30.66927,-60.260522,-27.784922,-14.752979
1560,3.5,20.120912,-24.415837,-167.986778,-82.922346,8.253276,-30.25462
1561,3.5,236.120895,-24.41583,-14.112831,23.68291,-120.539434,-4.505207
1562,3.5,123.879105,-24.41583,-115.767291,5.865606,133.876091,-42.839612
1563,3.5,267.879136,-24.415822,4.552256,1.202944,-91.862736,-0.991399
1564,3.5,92.120864,-24.415822,-129.077555,-19.845425,92.946006,-47.833286
1565,3.5,308.120931,-24.41582,19.893925,-32.297785,-55.554565,-5.41139
1566,3.5,51.879069,-24.41582,-142.5504,-54.895565,41.310769,-41.620189
1567,3.5,264.859901,-23.881419,3.575255,3.834063,-94.630522,-0.526587
1568,3.5,95.140099,-23.881419,-128.504063,-17.092336,96.993235,-47.196591
1569,3.5,311.140148,-23.881413,21.504763,-34.762093,-52.741438,-5.596769
1570,3.5,48.859852,-23.881413,-144.618415,-57.455219,38.114022,-40.192058
1571,3.5,336.859892,-23.88136,30.482657,-57.455902,-30.200017,-13.209149
1572,3.5,23.140108,-23.88136,-164.084957,-80.1737,11.410599,-30.955372
1573,3.5,239.140138,-23.881354,-11.525941,22.199403,-117.955863,-3.395036
1574,3.5,120.859862,-23.881354,-117.711085,3.834719,130.060159,-43.130227
1575,3.5,192.859839,-23.881343,-57.067661,38.990406,-158.620679,-16.887253
1576,3.5,167.140161,-23.881343,-85.400907,33.268857,178.418221,-26.897121
1577,3.5,216.000007,-23.38327,-31.022529,34.764093,-138.609842,-8.599873
1578,3.5,143.999993,-23.38327,-104.786722,20.883571,155.650589,-35.361417
1579,3.5,288.00002,-23.383268,13.879204,-14.724034,-73.45146,-0.968489
1580,3.5,71.99998,-23.383268,-137.095928,-36.868746,66.267242,-45.345747
1581,3.5,0.0,-23.383265,47.953192,-77.789185,-9.690213,-21.354117
1582,3.5,212.906359,-23.339213,-34.190174,35.944851,-141.337268,-9.501474
1583,3.5,147.093641,-23.339213,-102.649352,22.917129,158.799357,-34.187093
1584,3.5,284.906383,-23.339201,12.73034,-12.112742,-76.268662,-0.604756
1585,3.5,75.093617,-23.339201,-136.093791,-34.148039,70.280621,-45.759124
1586,3.5,219.093644,-23.339161,-27.932339,33.528027,-135.904651,-7.65341
1587,3.5,140.906356,-23.339161,-106.887551,18.842963,152.399938,-36.426284
1588,3.5,291.093626,-23.339156,15.082064,-17.318428,-70.630349,-1.302756
1589,3.5,68.906374,-23.339156,-138.20572,-39.571978,62.330259,-44.767446
1590,3.5,356.906367,-23.339146,44.12993,-75.092519,-12.418794,-20.106875
1591,3.5,3.093633,-23.339146,54.006634,-80.391969,-6.903474,-22.531583
1592,3.5,314.175431,-23.300662,23.214308,-37.244508,-49.892511,-5.791105
1593,3.5,45.824569,-23.300662,-146.991196,-60.016521,35.000965,-38.677186
1594,3.5,261.824604,-23.300657,2.560683,6.489902,-97.435948,-0.074742
1595,3.5,98.175396,-23.300657,-127.919812,-14.307011,100.991756,-46.4298
1596,3.5,242.175383,-23.300657,-8.974547,20.639542,-115.337883,-2.282744
1597,3.5,117.824617,-23.300657,-119.654955,1.759926,126.168651,-43.314665
1598,3.5,189.824591,-23.300648,-60.680395,39.48594,-161.526797,-17.492541
1599,3.5,170.175409,-23.300648,-82.69307,35.016016,-179.073247,-25.166769
1600,3.5,333.824586,-23.300644,30.285492,-54.616501,-32.625985,-11.640112
1601,3.5,26.175414,-23.300644,-161.768062,-77.367651,14.647379,-31.605601
1602,3.5,209.820117,-23.208295,-37.435386,37.063495,-144.084807,-10.356054
1603,3.5,150.179883,-23.208295,-100.469511,24.93835,161.842093,-32.912235
1604,3.5,281.820129,-23.208236,11.629312,-9.488761,-79.079761,-0.213738
1605,3.5,78.179871,-23.208236,-135.184769,-31.414742,74.342765,-46.003686
1606,3.5,353.820124,-23.20823,41.549534,-72.347502,-15.08855,-18.796149
1607,3.5,6.179876,-23.20823,64.435016,-82.797016,-4.06107,-23.635164
1608,3.5,222.17986,-23.208225,-24.919573,32.241704,-133.22285,-6.666288
1609,3.5,137.82014,-23.208225,-108.955973,16.799076,149.054856,-37.375047
1610,3.5,294.179858,-23.208171,16.343768,-19.892357,-67.807769,-1.607448
1611,3.5,65.820142,-23.208171,-139.438028,-42.253005,58.493221,-44.032085
1612,3.5,206.747149,-22.994082,-40.759094,38.112072,-146.85061,-11.163609
1613,3.5,153.252851,-22.994082,-98.238793,26.941307,164.778961,-31.546937
1614,3.5,225.252845,-22.994077,-21.983346,30.908152,-130.563604,-5.644045
1615,3.5,134.747155,-22.994077,-110.995348,14.753595,145.624378,-38.203744
1616,3.5,297.252816,-22.994073,17.668279,-22.443771,-64.985446,-1.884596
1617,3.5,62.747184,-22.994073,-140.808702,-44.90813,54.773101,-43.150663
1618,3.5,278.747132,-22.994067,10.568292,-6.855829,-81.883958,0.200568
1619,3.5,81.252868,-22.994067,-134.354218,-28.672766,78.425437,-46.079793
1620,3.5,350.747156,-22.994014,39.715641,-69.576399,-17.701307,-17.429116
1621,3.5,9.252844,-22.994014,83.834428,-84.731459,-1.165817,-24.662814
1622,3.5,330.699595,-22.717145,29.981501,-51.687265,-35.147203,-10.064403
1623,3.5,29.300405,-22.717145,-159.95169,-74.465874,18.016754,-32.267802
1624,3.5,245.300406,-22.717145,-6.442582,18.925484,-112.607907,-1.20194
1625,3.5,114.699594,-22.717145,-121.599805,-0.438327,122.134182,-43.445018
1626,3.5,186.699579,-22.717137,-64.470189,39.800212,-164.531251,-18.150417
1627,3.5,173.300421,-22.717137,-79.718189,36.689725,-176.503341,-23.398412
1628,3.5,258.699569,-22.717135,1.427055,9.201535,-100.34505,0.313924
1629,3.5,101.300431,-22.717135,-127.252459,-11.445066,105.032242,-45.570534
1630,3.5,317.300437,-22.717075,25.012889,-39.820419,-46.953835,-6.055643
1631,3.5,42.699563,-22.717075,-149.706184,-62.647278,31.868591,-37.094844
1632,3.5,275.690391,-22.701926,9.537973,-4.216038,-84.682769,0.633108
1633,3.5,84.309609,-22.701926,-133.587675,-25.923922,82.503271,-45.991238
1634,3.5,300.30961,-22.701923,19.060161,-24.972914,-62.163023,-2.137617
1635,3.5,59.69039,-22.701923,-142.336897,-47.53553,51.178645,-42.135283
1636,3.5,203.690375,-22.701871,-44.16387,39.081866,-149.634318,-11.926324
1637,3.5,156.309625,-22.701871,-95.94551,28.920143,167.614989,-30.101295
1638,3.5,228.309643,-22.701863,-19.121134,29.52825,-127.923403,-4.592688
1639,3.5,131.690357,-22.701863,-113.009231,12.705776,142.117257,-38.91094
1640,3.5,347.690405,-22.701851,38.354018,-66.789826,-20.262282,-16.013187
1641,3.5,12.309595,-22.701851,116.386126,-85.545617,1.780454,-25.614991
1642,3.5,272.64875,-22.338083,8.527191,-1.568849,-87.481042,1.078036
1643,3.5,87.35125,-22.338083,-132.87053,-23.166914,86.556965,-45.74444
1644,3.5,200.648744,-22.338079,-47.654628,39.963489,-152.438083,-12.648498
1645,3.5,159.351256,-22.338079,-93.573871,30.869486,170.360148,-28.584372
1646,3.5,231.351249,-22.338076,-16.328511,28.09996,-125.295251,-3.51851
1647,3.5,128.648751,-22.338076,-115.001738,10.65167,138.540241,-39.497903
1648,3.5,303.351237,-22.338073,20.52477,-27.483057,-59.337424,-2.371705
1649,3.5,56.648763,-22.338073,-144.046188,-50.135862,47.709896,-40.998304
1650,3.5,344.648768,-22.338024,37.301244,-63.990744,-22.780408,-14.554904
1651,3.5,15.351232,-22.338024,148.752335,-84.702528,4.77841,-26.494325
1652,3.5,255.341222,-22.26731,-0.029915,11.990659,-103.475713,0.484741
1653,3.5,104.658778,-22.26731,-126.315297,-8.448754,109.316328,-44.731368
1654,3.5,248.658795,-22.267307,-3.956492,16.867843,-109.612511,-0.274966
1655,3.5,111.341205,-22.267307,-123.489418,-2.940933,117.818527,-43.671649
1656,3.5,183.341225,-22.267298,-68.549599,39.754129,-167.703693,-19.038793
1657,3.5,176.658775,-22.267298,-76.243527,38.179525,-173.677585,-21.661118
1658,3.5,327.341242,-22.26729,29.329548,-48.579953,-37.940378,-8.570085
1659,3.5,32.658758,-22.26729,-157.867362,-71.390427,21.604207,-33.113685
1660,3.5,320.658829,-22.267285,26.795955,-42.654747,-43.841107,-6.563598
1661,3.5,39.341171,-22.267285,-152.668251,-65.50351,28.502467,-35.521969
1662,3.5,197.615342,-21.910394,-51.240706,40.746008,-155.268149,-13.337527
1663,3.5,162.384658,-21.910394,-91.101463,32.784494,173.030634,-27.003563
1664,3.5,306.384708,-21.910391,22.068733,-29.982454,-56.501109,-2.5948
1665,3.5,53.615292,-21.910391,-145.96649,-52.714055,44.356564,-39.751416
1666,3.5,234.384688,-21.910389,-13.598209,26.616792,-122.66688,-2.427803
1667,3.5,125.615312,-21.910389,-116.978374,8.582469,134.89497,-39.968904
1668,3.5,269.615316,-21.910382,7.521295,1.089635,-90.288355,1.527783
1669,3.5,90.384684,-21.910382,-132.186412,-20.396407,90.576448,-45.348347
1670,3.5,341.615319,-21.91038,36.450147,-61.17543,-25.270022,-13.060078
1671,3.5,18.384681,-21.91038,168.044754,-82.756755,7.832788,-27.306914
1672,3.5,251.999983,-21.83797,-1.593596,14.721941,-106.601152,0.565061
1673,3.5,108.000017,-21.83797,-125.310393,-5.485772,113.495457,-43.823684
1674,3.5,180.0,-21.837956,-72.592515,39.478151,-170.874511,-19.955493
1675,3.5,323.999991,-21.837899,28.629512,-45.490174,-40.745979,-7.138246
1676,3.5,36.000009,-21.837899,-156.125111,-68.321851,25.221678,-33.939115
1677,3.5,309.425894,-21.430048,23.699129,-32.48752,-53.640083,-2.820409
1678,3.5,50.574106,-21.430048,-148.135038,-55.282163,41.095318,-38.405893
1679,3.5,194.57409,-21.430046,-54.939696,41.413358,-158.136893,-14.00741
1680,3.5,165.42591,-21.430046,-88.493518,34.659196,175.652483,-25.365376
1681,3.5,338.574073,-21.430044,35.719859,-58.332306,-27.754286,-11.534554
1682,3.5,21.425927,-21.430044,178.64119,-80.338416,10.955077,-28.065097
1683,3.5,266.574054,-21.430042,6.4983,3.768074,-93.122057,1.970661
1684,3.5,93.425946,-21.430042,-131.513648,-17.601063,94.566139,-44.815218
1685,3.5,237.425914,-21.430038,-10.92079,25.063602,-120.01755,-1.329115
1686,3.5,122.574086,-21.430038,-118.944988,6.480652,131.174578,-40.33385
1687,3.5,240.505775,-20.917,-8.286041,23.40843,-117.311608,-0.238065
1688,3.5,119.494225,-20.917,-120.905529,4.312319,127.356911,-40.613951
1689,3.5,191.494223,-20.916992,-58.782534,41.936577,-161.065653,-14.6858
1690,3.5,168.505777,-20.916992,-85.69269,36.481905,178.268483,-23.678018
1691,3.5,312.505812,-20.916929,25.419854,-35.03027,-50.729941,-3.074962
1692,3.5,47.494188,-20.916929,-150.594585,-57.86641,37.882021,-36.975075
1693,3.5,335.49424,-20.916928,35.031884,-55.43924,-30.272256,-9.987891
1694,3.5,24.50576,-20.916928,-174.869864,-77.691635,14.167265,-28.794497
1695,3.5,263.49426,-20.916927,5.420538,6.48074,-96.01195,2.384497
1696,3.5,96.50574,-20.916927,-130.817578,-14.761367,98.552907,-44.164163
1697,3.5,214.468683,-20.623042,-31.181107,37.865341,-140.875327,-6.457358
1698,3.5,145.531317,-20.623042,-105.853205,23.82662,155.923761,-32.265844
1699,3.5,217.531344,-20.622981,-27.94642,36.606293,-138.148215,-5.529921
1700,3.5,142.468656,-20.622981,-107.988373,21.742986,152.772792,-33.363215
1701,3.5,358.468675,-20.622979,56.175229,-75.335731,-9.817176,-18.252486
1702,3.5,1.531325,-20.622979,62.660064,-77.777813,-7.068702,-19.457169
1703,3.5,286.468707,-20.622978,15.874031,-12.300615,-74.536023,1.939849
1704,3.5,73.531293,-20.622978,-139.774414,-34.652428,68.849278,-42.856036
1705,3.5,289.531243,-20.622977,17.083863,-14.914606,-71.690179,1.587414
1706,3.5,70.468757,-20.622977,-140.939637,-37.359318,65.008735,-42.377336
1707,3.5,220.591267,-20.535339,-24.799763,35.292474,-135.441396,-4.558488
1708,3.5,139.408733,-20.535339,-110.08814,19.65583,149.531225,-34.34715
1709,3.5,211.408776,-20.535338,-34.506296,39.063827,-143.622557,-7.337925
1710,3.5,148.591224,-20.535338,-103.676059,25.903278,158.979549,-31.061738
1711,3.5,283.408755,-20.53533,14.719555,-9.668181,-77.378531,2.320938
1712,3.5,76.591245,-20.53533,-138.720985,-31.92501,72.745515,-43.170948
1713,3.5,292.591264,-20.535329,18.355402,-17.50763,-68.841482,1.264582
1714,3.5,67.408736,-20.535329,-142.233055,-40.041834,61.244855,-41.739851
1715,3.5,355.408763,-20.535284,51.651443,-72.7516,-12.511096,-16.979066
1716,3.5,4.591237,-20.535284,72.27034,-79.972353,-4.266049,-20.588606
1717,3.5,243.675652,-20.411682,-5.69124,21.59029,-114.491571,0.81055
1718,3.5,116.324348,-20.411682,-122.853332,2.016689,123.398659,-40.852809
1719,3.5,260.324377,-20.411677,4.219282,9.244077,-99.004465,2.722738
1720,3.5,99.675623,-20.411677,-130.036291,-11.850384,102.595827,-43.430485
1721,3.5,332.324379,-20.411671,34.285906,-52.462796,-32.888131,-8.443609
1722,3.5,27.675621,-20.411671,-170.274153,-74.884904,17.503577,-29.546729
1723,3.5,188.324389,-20.411668,-62.814414,42.25759,-164.085148,-15.427235
1724,3.5,171.675611,-20.411668,-82.604879,38.222145,-179.051864,-21.959919
1725,3.5,315.675634,-20.411663,27.219284,-37.66693,-47.73547,-3.411571
1726,3.5,44.324366,-20.411663,-153.381044,-60.515629,34.642981,-35.482991
1727,3.5,223.644133,-20.363391,-21.738593,33.926769,-132.753027,-3.548222
1728,3.5,136.355867,-20.363391,-112.157191,17.566017,146.205586,-35.214138
1729,3.5,295.644102,-20.363386,19.69294,-20.078337,-65.99062,0.969283
1730,3.5,64.355898,-20.363386,-143.670688,-42.696681,57.574243,-40.952777
1731,3.5,208.355887,-20.363376,-37.926201,40.193148,-146.389367,-8.172254
1732,3.5,151.644113,-20.363376,-101.446507,27.967681,161.94011,-29.760309
1733,3.5,352.355916,-20.363373,48.374791,-70.081979,-15.152983,-15.643778
1734,3.5,7.644084,-20.363373,86.63507,-81.722987,-1.410669,-21.645538
1735,3.5,280.355913,-20.363325,13.611863,-7.020419,-80.217981,2.726827
1736,3.5,79.644087,-20.363325,-137.762332,-29.180874,76.674431,-43.321638
1737,3.5,133.311731,-20.113432,-114.198951,15.471052,142.80259,-35.964404
1738,3.5,277.311725,-20.113387,12.539357,-4.359291,-83.057294,3.150963
1739,3.5,82.688275,-20.113387,-136.880076,-26.421975,80.615455,-43.312386
1740,3.5,205.311741,-20.113379,-41.446849,41.242603,-149.176088,-8.964014
1741,3.5,154.688259,-20.113379,-99.149943,30.01361,164.810377,-28.37212
1742,3.5,226.688269,-20.113379,-18.759857,32.508597,-130.078234,-2.50623
1743,3.5,298.688268,-20.113377,21.099966,-22.628524,-63.136229,0.696414
1744,3.5,61.311732,-20.113377,-145.269841,-45.323155,54.005408,-40.028024
1745,3.5,349.311711,-20.113376,45.911878,-67.357149,-17.74903,-14.254559
1746,3.5,10.688289,-20.113376,106.652567,-82.709056,1.496619,-22.629867
1747,3.5,185.010351,-19.98603,-67.056757,42.275967,-167.215116,-16.316458
1748,3.5,174.989649,-19.98603,-79.116008,39.805808,-176.224678,-20.257302
1749,3.5,246.989649,-19.98603,-3.165665,19.52558,-111.494498,1.746649
1750,3.5,113.010351,-19.98603,-124.751332,-0.483884,119.254961,-41.121506
1751,3.5,257.010364,-19.986026,2.793168,12.053032,-102.142161,2.903692
1752,3.5,102.989636,-19.986026,-129.07843,-8.855972,106.765891,-42.674685
1753,3.5,329.010355,-19.985969,33.358499,-49.378494,-35.677987,-6.956608
1754,3.5,30.989645,-19.985969,-166.481204,-71.936862,20.990677,-30.401505
1755,3.5,318.989651,-19.985964,29.048705,-40.466569,-44.63076,-3.915975
1756,3.5,41.010349,-19.985964,-156.498493,-63.291219,31.290252,-33.978419
1757,3.5,274.273564,-19.793492,11.488114,-1.684272,-85.902784,3.585413
1758,3.5,85.726436,-19.793492,-136.055492,-23.647166,84.553582,-43.150351
1759,3.5,202.273576,-19.79344,-45.077355,42.199882,-151.985796,-9.719882
1760,3.5,157.726424,-19.79344,-96.766198,32.034962,167.601236,-26.907244
1761,3.5,229.726425,-19.793433,-15.858715,31.033679,-127.408001,-1.440352
1762,3.5,130.273575,-19.793433,-116.21731,13.364649,139.326194,-36.601218
1763,3.5,346.273593,-19.793425,43.99079,-64.591726,-20.309802,-12.819445
1764,3.5,13.726407,-19.793425,129.297131,-82.62228,4.457242,-23.546661
1765,3.5,301.72643,-19.793421,22.580289,-25.163544,-60.274086,0.438402
1766,3.5,58.27357,-19.793421,-147.051234,-47.923536,50.53811,-38.978396
1767,3.5,181.695885,-19.534597,-71.304167,42.099443,-170.375009,-17.199051
1768,3.5,178.304115,-19.534597,-75.431054,41.251866,-173.426306,-18.534791
1769,3.5,322.304111,-19.53454,30.998848,-43.264016,-41.516025,-4.448401
1770,3.5,37.695889,-19.53454,-160.207051,-66.015257,28.021493,-32.412205
1771,3.5,253.695857,-19.534534,1.2961,14.848431,-105.295285,3.038739
1772,3.5,106.304143,-19.534534,-128.095942,-5.85856,110.857815,-41.803705
1773,3.5,325.695857,-19.534531,32.483553,-46.281884,-38.479425,-5.480767
1774,3.5,34.304143,-19.534531,-163.619228,-68.933454,24.539925,-31.201939
1775,3.5,250.304148,-19.534528,-0.721494,17.390294,-108.471337,2.645414
1776,3.5,109.695852,-19.534528,-126.628034,-3.016772,115.070889,-41.278845
1777,3.5,232.766876,-19.41385,-13.028844,29.492768,-124.728182,-0.359563
1778,3.5,127.233124,-19.41385,-118.216085,11.235266,135.776019,-37.131805
1779,3.5,271.233135,-19.413841,10.440177,1.008227,-88.765452,4.019812
1780,3.5,88.766865,-19.413841,-135.267795,-20.851432,88.482289,-42.845692
1781,3.5,304.766848,-19.413841,24.138193,-27.693698,-57.396055,0.184297
1782,3.5,55.233152,-19.413841,-149.040372,-50.504335,47.162256,-37.816927
1783,3.5,199.233125,-19.413841,-48.83067,43.049765,-154.825038,-10.450377
1784,3.5,160.766875,-19.413841,-94.267556,34.025057,170.330045,-25.375104
1785,3.5,343.23313,-19.41379,42.43107,-61.789216,-22.851642,-11.346271
1786,3.5,16.76687,-19.41379,148.683226,-81.493155,7.476653,-24.404985
1787,3.5,307.825395,-18.988183,25.77821,-30.236451,-54.488674,-0.08205
1788,3.5,52.174605,-18.988183,-151.269215,-53.078293,43.856204,-36.556692
1789,3.5,235.825409,-18.98818,-10.262804,27.869181,-122.01747,0.724896
1790,3.5,124.174591,-18.98818,-120.199126,9.064116,132.144371,-37.568054
1791,3.5,196.174572,-18.988175,-52.725264,43.77173,-157.705211,-11.171807
1792,3.5,163.825428,-18.988175,-91.614935,35.97538,173.022546,-23.784686
1793,3.5,268.174573,-18.988173,9.370862,3.725321,-91.662596,4.439498
1794,3.5,91.825427,-18.988173,-134.491664,-18.025064,92.406768,-42.412003
