fieldId,fov,ra,dec,gl,gb,el,eb
2457,3.5,201.999052,-4.126801,-39.908342,57.521866,-158.049754,4.73727
2458,3.5,158.000948,-4.126801,-109.580016,44.073918,161.305119,-12.394435
2459,3.5,302.00092,-4.1268,38.091527,-18.898095,-56.631944,15.689371
2460,3.5,57.99908,-4.1268,-167.027886,-41.221226,54.801645,-23.732861
2461,3.5,230.000969,-4.126744,-2.380401,42.438459,-131.235636,13.762373
2462,3.5,129.999031,-4.126744,-130.059557,21.845792,133.704005,-21.712348
2463,3.5,345.999033,-4.126743,70.101781,-55.560356,-14.416912,1.716912
2464,3.5,14.000967,-4.126743,125.843545,-66.972675,11.334188,-9.323566
2465,3.5,273.999042,-4.126743,25.183221,5.964594,-85.705972,19.253268
2466,3.5,86.000958,-4.126743,-151.133928,-16.872908,85.570796,-27.502966
2467,3.5,270.891178,-3.863748,23.947709,8.824697,-88.987666,19.571976
2468,3.5,89.108822,-3.863748,-149.913509,-13.992374,89.068038,-27.299294
2469,3.5,342.891162,-3.863748,66.772432,-53.127415,-17.181875,3.148788
2470,3.5,17.108838,-3.863748,133.566376,-66.383909,14.336697,-10.286781
2471,3.5,305.108815,-3.863746,39.864979,-21.527224,-53.437658,15.238324
2472,3.5,54.891185,-3.863746,-169.659492,-43.652587,51.594009,-22.735736
2473,3.5,198.891182,-3.863745,-45.504641,58.46528,-161.032091,3.822642
2474,3.5,161.108818,-3.863745,-106.668077,46.414953,164.130675,-10.971325
2475,3.5,233.108797,-3.863689,0.652516,40.316189,-128.211555,14.807841
2476,3.5,126.891203,-3.863689,-132.004933,19.322897,130.405645,-22.285694
2477,3.5,267.774217,-3.595781,22.681797,11.687343,-92.292768,19.824616
2478,3.5,92.225783,-3.595781,-148.712473,-11.098929,92.562278,-27.015161
2479,3.5,236.225783,-3.595781,3.499949,38.106901,-125.145951,15.809757
2480,3.5,123.774217,-3.595781,-133.890778,16.767157,127.071721,-22.800844
2481,3.5,195.774213,-3.595779,-51.388822,59.147346,-164.015792,2.887556
2482,3.5,164.225787,-3.595779,-103.48054,48.677768,166.941758,-9.52406
2483,3.5,339.774205,-3.595723,63.786852,-50.607268,-19.967055,4.571622
2484,3.5,20.225795,-3.595723,140.859816,-65.436716,17.36527,-11.232208
2485,3.5,308.22579,-3.595722,41.703178,-24.149645,-50.248362,14.733374
2486,3.5,51.77421,-3.595722,-172.512149,-46.031178,48.421004,-21.678766
2487,3.5,336.65378,-3.317561,61.103351,-48.014748,-22.768428,5.985179
2488,3.5,23.34622,-3.317561,147.573574,-64.163832,20.418299,-12.14928
2489,3.5,264.653816,-3.317561,21.386468,14.54878,-95.612737,20.015704
2490,3.5,95.346184,-3.317561,-147.532295,-8.196258,96.042192,-26.645421
2491,3.5,192.653838,-3.317561,-57.473225,59.553541,-166.999283,1.942297
2492,3.5,167.346162,-3.317561,-99.992885,50.84741,169.733967,-8.052745
2493,3.5,239.3462,-3.31756,6.181483,35.828587,-122.045052,16.769098
2494,3.5,120.6538,-3.31756,-135.728807,14.189964,123.708688,-23.247654
2495,3.5,311.346178,-3.31756,43.620488,-26.753975,-47.069337,14.1831
2496,3.5,48.653822,-3.31756,-175.621441,-48.336907,45.289925,-20.56135
2497,3.5,314.481768,-3.055543,45.611019,-29.358881,-43.897216,13.561413
2498,3.5,45.518232,-3.055543,-179.005737,-50.58082,42.180116,-19.408293
2499,3.5,242.481767,-3.055543,8.697987,33.465164,-118.890803,17.659363
2500,3.5,117.518233,-3.055543,-137.510263,11.571801,120.312499,-23.651315
2501,3.5,261.518291,-3.055542,20.024695,17.4047,-98.955689,20.117789
2502,3.5,98.481709,-3.055542,-146.338266,-5.286958,99.517787,-26.216416
2503,3.5,333.518241,-3.055542,58.635555,-45.367681,-25.609533,7.366298
2504,3.5,26.481759,-3.055542,153.696187,-62.626526,23.498432,-13.062986
2505,3.5,189.518268,-3.055542,-63.681114,59.644492,-169.984823,0.961207
2506,3.5,170.481732,-3.055542,-96.126948,52.89116,172.531857,-6.579897
2507,3.5,330.362355,-2.836499,56.315342,-42.684362,-28.507451,8.688237
2508,3.5,29.637645,-2.836499,159.266453,-60.882278,26.602906,-13.996454
2509,3.5,186.362403,-2.836498,-69.890277,59.386721,-172.968098,-0.078977
2510,3.5,173.637597,-2.836498,-91.813572,54.763491,175.353994,-5.130752
2511,3.5,245.637629,-2.836496,11.043589,31.006275,-115.673932,18.451422
2512,3.5,114.362371,-2.836496,-139.222435,8.899214,116.883986,-24.035756
2513,3.5,258.362375,-2.83644,18.560051,20.243747,-102.320185,20.103104
2514,3.5,101.637625,-2.83644,-145.099052,-2.379549,102.994784,-25.75441
2515,3.5,317.637627,-2.836439,47.665634,-31.977885,-40.736948,12.843725
2516,3.5,42.362373,-2.836439,177.317337,-52.768694,39.076287,-18.245843
2517,3.5,248.812713,-2.688044,13.207336,28.446901,-112.394172,19.113627
2518,3.5,111.187287,-2.688044,-140.848714,6.164082,113.428554,-24.424881
2519,3.5,39.187278,-2.688044,173.331884,-54.902806,35.967578,-17.102549
2520,3.5,320.812803,-2.688043,49.771092,-34.620783,-37.60079,12.006769
2521,3.5,255.187231,-2.688042,16.955688,23.046788,-105.695164,19.943659
2522,3.5,104.812769,-2.688042,-143.785192,0.510907,106.474761,-25.287013
2523,3.5,183.18724,-2.688042,-75.947912,58.758279,-175.938877,-1.199747
2524,3.5,176.81276,-2.688042,-87.004656,56.406633,178.213706,-3.733762
2525,3.5,327.187241,-2.687987,54.088235,-39.98521,-31.472472,9.920653
2526,3.5,32.812759,-2.687987,164.350173,-58.984396,29.723646,-14.971434
2527,3.5,252.000016,-2.635102,15.177973,25.789025,-109.061145,19.616143
2528,3.5,107.999984,-2.635102,-142.371989,3.364814,109.955216,-24.839664
2529,3.5,323.999969,-2.635046,51.913068,-37.291775,-34.506785,11.033014
2530,3.5,36.000031,-2.635046,169.020071,-56.980054,32.848819,-16.005773
2531,3.5,180.0,-2.635044,-81.695233,57.756173,-178.882574,-2.417534
2532,3.5,287.999983,-2.308097,33.21862,-5.626352,-70.756158,19.94038
2533,3.5,72.000017,-2.308097,-160.057582,-28.326714,70.230762,-24.51563
2534,3.5,215.99997,-2.308097,-16.261166,53.068595,-145.465271,11.341767
2535,3.5,144.00003,-2.308097,-123.032133,34.519852,147.174872,-15.697727
2536,3.5,0.0,-2.308039,94.359694,-62.291619,-0.849808,-2.117453
2537,3.5,284.858003,-2.264747,31.825843,-2.810457,-74.070759,20.359581
2538,3.5,75.141997,-2.264747,-158.367816,-25.57169,73.665506,-24.861292
2539,3.5,291.142004,-2.264747,34.696681,-8.402467,-67.447634,19.538917
2540,3.5,68.857996,-2.264747,-161.917053,-31.019148,66.830826,-24.013949
2541,3.5,219.142027,-2.264746,-12.148444,51.200178,-142.442343,12.394121
2542,3.5,140.857973,-2.264746,-125.222275,31.969371,144.071882,-16.687354
2543,3.5,356.857998,-2.26469,88.566763,-60.792188,-3.714106,-0.829077
2544,3.5,3.142002,-2.26469,100.762778,-63.450949,2.050873,-3.327282
2545,3.5,212.857988,-2.264689,-20.657064,54.850365,-148.493008,10.334062
2546,3.5,147.142012,-2.264689,-120.784796,37.076661,150.218507,-14.589936
2547,3.5,209.722536,-2.141012,-25.365969,56.521165,-151.521187,9.369341
2548,3.5,150.277464,-2.141012,-118.461638,39.629015,153.198239,-13.376705
2549,3.5,281.722563,-2.141012,30.508143,0.035031,-77.388497,20.788688
2550,3.5,78.277437,-2.141012,-156.827709,-22.768454,77.117575,-25.054162
2551,3.5,222.277476,-2.141012,-8.29898,49.258021,-139.424481,13.480975
2552,3.5,137.722524,-2.141012,-127.359955,29.428815,140.919926,-17.558331
2553,3.5,294.277467,-2.14101,36.25977,-11.133672,-64.149874,19.151138
2554,3.5,65.722533,-2.14101,-163.955512,-33.639494,63.480347,-23.36662
2555,3.5,353.722536,-2.140954,83.419722,-59.009538,-6.541625,0.526454
2556,3.5,6.277464,-2.140954,107.656492,-64.229068,4.9821,-4.458521
2557,3.5,225.402827,-1.95319,-4.699547,47.245498,-136.406185,14.583946
2558,3.5,134.597173,-1.95319,-129.441805,26.894445,137.730157,-18.321026
2559,3.5,278.597192,-1.953133,29.246121,2.898498,-80.709568,21.210733
2560,3.5,81.402808,-1.953133,-155.408701,-19.932153,80.571929,-25.108799
2561,3.5,206.597125,-1.953133,-30.422558,58.047309,-154.544404,8.436418
2562,3.5,153.402875,-1.953133,-116.030008,42.161695,156.117129,-12.078577
2563,3.5,350.597158,-1.953133,78.883408,-57.004133,-9.338916,1.929999
2564,3.5,9.402842,-1.953133,114.853788,-64.607799,7.93634,-5.521326
2565,3.5,297.402865,-1.953132,37.900662,-13.821543,-60.866831,18.763332
2566,3.5,62.597135,-1.953132,-166.174929,-36.185091,60.186704,-22.593991
2567,3.5,203.481054,-1.721023,-35.856003,59.389631,-157.559051,7.519367
2568,3.5,156.518946,-1.721023,-113.446025,44.658178,158.984858,-10.717849
2569,3.5,275.481081,-1.721023,28.015921,5.77071,-84.037324,21.605555
2570,3.5,84.518919,-1.721023,-154.079581,-17.074559,84.019459,-25.044641
2571,3.5,347.48109,-1.720966,74.882538,-54.828643,-12.117871,3.361103
2572,3.5,12.51891,-1.720966,122.138537,-64.590616,10.908314,-6.530658
2573,3.5,300.518929,-1.720965,39.611113,-16.472671,-57.600192,18.357957
2574,3.5,59.481071,-1.720965,-168.576843,-38.658291,56.94944,-21.719296
2575,3.5,228.518933,-1.720965,-1.338065,45.161065,-133.377545,15.682584
2576,3.5,131.481067,-1.720965,-131.463248,24.358079,134.510441,-18.990835
2577,3.5,272.370172,-1.464124,26.792916,8.645496,-87.37659,21.953504
2578,3.5,87.629828,-1.464124,-152.810783,-14.203359,87.456664,-24.881277
2579,3.5,231.629839,-1.464124,1.797552,43.00111,-130.326492,16.756851
2580,3.5,128.370161,-1.464124,-133.420629,21.809605,131.264926,-19.584535
2581,3.5,200.370155,-1.464067,-41.676591,60.506786,-160.564209,6.601798
2582,3.5,159.629845,-1.464067,-110.65786,47.101833,161.814984,-9.314502
2583,3.5,344.37013,-1.464066,71.32884,-52.524228,-14.893366,4.800767
2584,3.5,15.62987,-1.464066,129.305503,-64.198593,13.895811,-7.502705
2585,3.5,303.629869,-1.464066,41.385042,-19.096385,-54.349564,17.917316
2586,3.5,56.370131,-1.464066,-171.166543,-41.0639,53.762153,-20.764443
2587,3.5,197.258553,-1.199518,-47.862306,61.357319,-163.560722,5.668789
2588,3.5,162.741447,-1.199518,-107.607527,49.474748,164.622343,-7.885436
2589,3.5,306.74147,-1.199518,43.219823,-21.702173,-51.11376,17.425868
2590,3.5,53.25853,-1.199518,-173.955098,-43.406239,50.615561,-19.747999
2591,3.5,269.258524,-1.199518,25.553466,11.519223,-90.732232,22.237062
2592,3.5,90.741476,-1.199518,-151.576215,-11.322785,90.884202,-24.636062
2593,3.5,234.741413,-1.199518,4.721099,40.762501,-127.241005,17.789457
2594,3.5,125.258587,-1.199518,-135.313131,19.239363,127.99426,-20.116766
2595,3.5,341.258544,-1.19946,68.138806,-50.120821,-17.68051,6.232824
2596,3.5,18.741456,-1.19946,136.189748,-63.463958,16.899107,-8.451875
2597,3.5,266.145734,-0.931441,24.287505,14.389103,-94.101701,22.45142
2598,3.5,93.854266,-0.931441,-150.365427,-8.43567,94.298127,-24.313519
2599,3.5,237.854213,-0.931441,7.452597,38.453467,-124.118592,18.773528
2600,3.5,122.145787,-0.931441,-137.147908,16.648639,124.70066,-20.588794
2601,3.5,194.145747,-0.931441,-54.335618,61.913008,-166.549158,4.719723
2602,3.5,165.854253,-0.931441,-104.250418,51.760564,167.411932,-6.437114
2603,3.5,338.145779,-0.931384,65.256765,-47.637165,-20.484525,7.650775
2604,3.5,21.854221,-0.931384,142.662928,-62.416814,19.918692,-9.37878
2605,3.5,309.85423,-0.931384,45.123009,-24.288543,-47.894448,16.882085
2606,3.5,50.14577,-0.931384,-176.966031,-45.676762,47.508057,-18.676795
2607,3.5,240.974503,-0.674445,10.004158,36.070535,-120.949213,19.693261
2608,3.5,119.025497,-0.674445,-138.924882,14.028661,121.382697,-21.013315
2609,3.5,335.025532,-0.674387,62.617351,-45.090553,-23.319735,9.040536
2610,3.5,24.974468,-0.674387,148.669665,-61.101034,22.956601,-10.295748
2611,3.5,191.025524,-0.674387,-60.994872,62.141417,-169.53126,3.742151
2612,3.5,168.974476,-0.674387,-100.519099,53.93466,170.198281,-4.983327
2613,3.5,312.974455,-0.674387,47.096068,-26.864097,-44.690615,16.272783
2614,3.5,47.025545,-0.674387,179.780895,-47.876768,44.428356,-17.566178
2615,3.5,263.025513,-0.674387,22.971975,17.25238,-97.487662,22.581496
2616,3.5,96.974487,-0.674387,-149.156691,-5.544158,97.702141,-23.928418
2617,3.5,331.892157,-0.449605,60.157812,-42.498649,-26.201927,10.3812
2618,3.5,28.107843,-0.449605,154.209479,-59.565361,26.012278,-11.220999
2619,3.5,244.107857,-0.449605,12.378773,33.606693,-117.723523,20.525675
2620,3.5,115.892143,-0.449605,-140.637154,11.368231,118.039962,-21.409239
2621,3.5,259.892107,-0.449605,21.576127,20.101891,-100.890065,22.605336
2622,3.5,100.107893,-0.449605,-147.92305,-2.653823,101.101509,-23.501974
2623,3.5,187.892114,-0.449547,-67.700117,62.011341,-172.505606,2.717726
2624,3.5,172.107886,-0.449547,-96.336044,55.960017,172.998255,-3.543966
2625,3.5,316.107843,-0.449547,49.135123,-29.440259,-41.504556,15.578985
2626,3.5,43.892157,-0.449547,176.269411,-50.010418,41.362934,-16.437091
2627,3.5,319.256339,-0.279776,51.233168,-32.026857,-38.343777,14.781306
2628,3.5,40.743661,-0.279776,172.484772,-52.080318,38.300285,-15.312834
2629,3.5,247.256362,-0.279776,14.574273,31.056906,-114.437627,21.244783
2630,3.5,112.743638,-0.279776,-142.274284,8.658455,114.674361,-21.79668
2631,3.5,256.743676,-0.279719,20.067387,22.925276,-104.302261,22.500027
2632,3.5,103.256324,-0.279719,-146.638179,0.225632,104.499586,-23.056746
2633,3.5,328.743636,-0.279719,57.824948,-39.879196,-29.143317,11.648537
2634,3.5,31.256364,-0.279719,159.314726,-57.856655,29.081956,-12.173017
2635,3.5,184.743662,-0.279719,-74.278713,61.502506,-175.466524,1.628224
2636,3.5,175.256338,-0.279719,-91.632011,57.787549,175.825871,-2.141881
2637,3.5,181.582834,-0.187415,-80.551046,60.611248,-178.404516,0.457518
2638,3.5,178.417166,-0.187415,-86.365289,59.357886,178.690914,-0.801543
2639,3.5,250.417196,-0.187415,16.585615,28.42056,-111.0956,21.823941
2640,3.5,109.582804,-0.187415,-143.823726,5.894859,111.29104,-22.194912
2641,3.5,322.417183,-0.187358,53.381457,-34.630469,-35.220779,13.862943
2642,3.5,37.582817,-0.187358,168.412643,-54.085836,35.232601,-14.217243
2643,3.5,253.582795,-0.187358,18.412526,25.704846,-107.710672,22.243709
2644,3.5,106.417205,-0.187358,-145.277244,3.080332,107.897277,-22.615675
2645,3.5,325.582849,-0.187358,55.575506,-37.25105,-32.150317,12.816111
2646,3.5,34.417151,-0.187358,164.033598,-56.018538,32.158142,-13.168853
2647,3.5,214.417152,0.187358,-15.9664,56.018537,-147.841857,13.168853
2648,3.5,145.582848,0.187358,-124.424495,37.251049,147.849682,-12.816111
2649,3.5,286.417205,0.187358,34.722756,-3.080332,-72.102723,22.615675
2650,3.5,73.582795,0.187358,-161.587474,-25.704846,72.289328,-22.243709
2651,3.5,217.582817,0.187358,-11.587357,54.085836,-144.767399,14.217243
2652,3.5,142.417183,0.187358,-126.618543,34.630469,144.779221,-13.862943
2653,3.5,289.582803,0.187415,36.176274,-5.894858,-68.708961,22.194913
2654,3.5,70.417197,0.187415,-163.414385,-28.420559,68.904401,-21.823941
2655,3.5,358.417166,0.187415,93.634711,-59.357886,-1.309086,0.801543
2656,3.5,1.582834,0.187415,99.448954,-60.611248,1.595484,-0.457518
2657,3.5,355.256338,0.279719,88.367989,-57.787549,-4.174129,2.141881
2658,3.5,4.743662,0.279719,105.721287,-61.502506,4.533476,-1.628224
2659,3.5,211.256364,0.279719,-20.685274,57.856655,-150.918044,12.173017
2660,3.5,148.743636,0.279719,-122.175052,39.879196,150.856683,-11.648537
2661,3.5,283.256323,0.279719,33.361821,-0.225631,-75.500415,23.056746
2662,3.5,76.743677,0.279719,-159.932613,-22.925275,75.69774,-22.500027
2663,3.5,292.743639,0.279776,37.725716,-8.658456,-65.325638,21.79668
2664,3.5,67.256361,0.279776,-165.425727,-31.056907,65.562372,-21.244783
2665,3.5,220.74366,0.279776,-7.515229,52.080318,-141.699716,15.312834
2666,3.5,139.25634,0.279776,-128.766831,32.026858,141.656224,-14.781306
2667,3.5,223.892157,0.449547,-3.730589,50.010418,-138.637066,16.437091
2668,3.5,136.107843,0.449547,-130.864877,29.440259,138.495444,-15.578985
2669,3.5,352.107886,0.449547,83.663956,-55.960017,-7.001745,3.543966
2670,3.5,7.892114,0.449547,112.299883,-62.011341,7.494394,-2.717726
2671,3.5,280.107893,0.449605,32.07695,2.653823,-78.898491,23.501974
2672,3.5,79.892107,0.449605,-158.423873,-20.101891,79.109935,-22.605336
2673,3.5,295.892143,0.449605,39.362846,-11.368231,-61.960038,21.409239
2674,3.5,64.107857,0.449605,-167.621227,-33.606693,62.276477,-20.525675
2675,3.5,208.107843,0.449605,-25.790521,59.565361,-153.987722,11.220999
2676,3.5,151.892157,0.449605,-119.842188,42.498649,153.798073,-10.3812
2677,3.5,276.974487,0.674387,30.843309,5.544158,-82.297859,23.928418
2678,3.5,83.025513,0.674387,-157.028025,-17.25238,82.512338,-22.581496
2679,3.5,227.025544,0.674387,-0.219106,47.876769,-135.571645,17.566177
2680,3.5,132.974456,0.674387,-132.903932,26.864097,135.309386,-16.272783
2681,3.5,348.974476,0.674387,79.480901,-53.93466,-9.801719,4.983327
2682,3.5,11.025524,0.674387,119.005128,-62.141417,10.46874,-3.742151
2683,3.5,204.974468,0.674387,-31.330335,61.101034,-157.043399,10.295748
2684,3.5,155.025532,0.674387,-117.382649,45.090553,156.680265,-9.040536
2685,3.5,299.025497,0.674445,41.075118,-14.028661,-58.617303,21.013315
2686,3.5,60.974503,0.674445,-169.995842,-36.070535,59.050787,-19.693261
2687,3.5,230.14577,0.931384,3.033969,45.676762,-132.491943,18.676795
2688,3.5,129.85423,0.931384,-134.876991,24.288543,132.105552,-16.882085
2689,3.5,201.854221,0.931384,-37.337072,62.416814,-160.081308,9.37878
2690,3.5,158.145779,0.931384,-114.743235,47.637165,159.515475,-7.650775
2691,3.5,345.854253,0.931441,75.749582,-51.760564,-12.588068,6.437114
2692,3.5,14.145747,0.931441,125.664382,-61.913008,13.450842,-4.719723
2693,3.5,302.145787,0.931441,42.852092,-16.648639,-55.29934,20.588794
2694,3.5,57.854213,0.931441,-172.547403,-38.453467,55.881408,-18.773528
2695,3.5,273.854266,0.931441,29.634573,8.43567,-85.701873,24.313519
2696,3.5,86.145734,0.931441,-155.712495,-14.389103,85.898299,-22.45142
2697,3.5,198.741456,1.19946,-43.810252,63.463958,-163.100893,8.451875
2698,3.5,161.258544,1.19946,-111.861194,50.120821,162.31949,-6.232824
2699,3.5,305.258587,1.199518,44.686869,-19.239363,-52.00574,20.116766
2700,3.5,54.741413,1.199518,-175.278901,-40.762501,52.758995,-17.789457
2701,3.5,270.741476,1.199518,28.423785,11.322785,-89.115798,24.636062
2702,3.5,89.258524,1.199518,-154.446534,-11.519223,89.267768,-22.237062
2703,3.5,233.258531,1.199518,6.044903,43.406239,-129.384438,19.747999
2704,3.5,126.741469,1.199518,-136.780178,21.702172,128.886239,-17.425868
2705,3.5,342.741447,1.199518,72.392473,-49.474748,-15.377657,7.885436
2706,3.5,17.258553,1.199518,132.137694,-61.357319,16.439278,-5.668789
2707,3.5,236.370131,1.464066,8.833457,41.0639,-126.237847,20.764443
2708,3.5,123.629869,1.464066,-138.614958,19.096385,125.650436,-17.917316
2709,3.5,195.62987,1.464066,-50.694497,64.198593,-166.104189,7.502705
2710,3.5,164.37013,1.464066,-108.67116,52.524228,165.106634,-4.800767
2711,3.5,339.629845,1.464067,69.34214,-47.101833,-18.185016,9.314502
2712,3.5,20.370155,1.464067,138.323409,-60.506786,19.435791,-6.601798
2713,3.5,308.370161,1.464124,46.579371,-21.809605,-48.735074,19.584535
2714,3.5,51.629839,1.464124,-178.202448,-43.00111,49.673508,-16.756851
2715,3.5,267.629828,1.464124,27.189217,14.203359,-92.543336,24.881277
2716,3.5,92.370172,1.464124,-153.207084,-8.645496,92.62341,-21.953504
2717,3.5,311.481066,1.720965,48.536752,-24.358078,-45.48956,18.990835
2718,3.5,48.518934,1.720965,178.661936,-45.161064,46.622456,-15.682585
2719,3.5,239.481072,1.720965,11.423158,38.65829,-123.050559,21.719297
2720,3.5,120.518928,1.720965,-140.388887,16.47267,122.399807,-18.357957
2721,3.5,192.51891,1.720966,-57.861463,64.590616,-169.091686,6.530658
2722,3.5,167.48109,1.720966,-105.117462,54.828643,167.882129,-3.361103
2723,3.5,264.518919,1.721023,25.920419,17.074559,-95.980541,25.044641
2724,3.5,95.481081,1.721023,-151.984079,-5.77071,95.962676,-21.605555
2725,3.5,336.518946,1.721023,66.553975,-44.658178,-21.015142,10.717849
2726,3.5,23.481054,1.721023,144.143997,-59.389631,22.440949,-7.519367
2727,3.5,242.597135,1.953132,13.825071,36.185091,-119.813296,22.593991
2728,3.5,117.402865,1.953132,-142.099338,13.821543,119.133169,-18.763332
2729,3.5,189.402842,1.953133,-65.146212,64.607799,-172.06366,5.521326
2730,3.5,170.597158,1.953133,-101.116592,57.004133,170.661084,-1.929999
2731,3.5,333.402875,1.953133,63.969992,-42.161695,-23.882871,12.078577
2732,3.5,26.597125,1.953133,149.577442,-58.047309,25.455596,-8.436418
2733,3.5,261.402808,1.953133,24.591299,19.932153,-99.428071,25.108799
2734,3.5,98.597192,1.953133,-150.753879,-2.898498,99.290432,-21.210733
2735,3.5,314.597172,1.95319,50.558194,-26.894444,-42.269844,18.321026
2736,3.5,45.402828,1.95319,175.300454,-47.245497,43.593816,-14.583946
2737,3.5,186.277464,2.140954,-72.343508,64.229068,-175.0179,4.458521
2738,3.5,173.722536,2.140954,-96.580278,59.009538,173.458375,-0.526454
2739,3.5,245.722534,2.14101,16.044489,33.639494,-116.519652,23.36662
2740,3.5,114.277466,2.14101,-143.74023,11.133671,115.850125,-19.151139
2741,3.5,317.722524,2.141012,52.640045,-29.428815,-39.080074,17.558331
2742,3.5,42.277476,2.141012,171.70102,-49.258021,40.575519,-13.480975
2743,3.5,258.277436,2.141012,23.172291,22.768455,-102.882426,25.054162
2744,3.5,101.722564,2.141012,-149.491857,-0.03503,102.611504,-20.788688
2745,3.5,330.277464,2.141012,61.538362,-39.629015,-26.801761,13.376705
2746,3.5,29.722536,2.141012,154.634031,-56.521165,28.478813,-9.369341
2747,3.5,327.142012,2.264689,59.215204,-37.076661,-29.781493,14.589936
2748,3.5,32.857988,2.264689,159.342936,-54.850365,31.506992,-10.334062
2749,3.5,183.142002,2.26469,-79.237222,63.450949,-177.949127,3.327282
2750,3.5,176.857998,2.26469,-91.433237,60.792188,176.285894,0.829077
2751,3.5,320.857972,2.264746,54.777725,-31.96937,-35.928119,16.687354
2752,3.5,39.142028,2.264746,167.851557,-51.200178,37.557658,-12.394121
2753,3.5,248.857996,2.264747,18.082947,31.019148,-113.169174,24.013949
2754,3.5,111.142004,2.264747,-145.303319,8.402467,112.552366,-19.538917
2755,3.5,255.141998,2.264747,21.632185,25.571689,-106.334493,24.861292
2756,3.5,104.858002,2.264747,-148.174157,2.810456,105.92924,-20.359581
2757,3.5,180.0,2.308039,-85.640306,62.291619,179.150192,2.117453
2758,3.5,324.00003,2.308097,56.967867,-34.519852,-32.825128,15.697727
2759,3.5,35.99997,2.308097,163.738834,-53.068595,34.534729,-11.341767
2760,3.5,252.000017,2.308097,19.942418,28.326714,-109.769238,24.51563
2761,3.5,107.999983,2.308097,-146.78138,5.626352,109.243842,-19.94038
2762,3.5,0.0,2.635044,98.304767,-57.756173,1.117426,2.417534
2763,3.5,216.000031,2.635046,-10.979929,56.980054,-147.151181,16.005773
2764,3.5,143.999969,2.635046,-128.086932,37.291775,145.493215,-11.033014
2765,3.5,287.999985,2.635102,37.628012,-3.364814,-70.044782,24.839664
2766,3.5,72.000015,2.635102,-164.822027,-25.789026,70.938854,-19.616142
2767,3.5,212.812759,2.687987,-15.649827,58.984396,-150.276354,14.971434
2768,3.5,147.187241,2.687987,-125.911765,39.98521,148.527528,-9.920653
2769,3.5,356.81276,2.688042,92.995344,-56.406633,-1.786294,3.733762
2770,3.5,3.18724,2.688042,104.052088,-58.758279,4.061123,1.199747
2771,3.5,284.812769,2.688042,36.214808,-0.510907,-73.525239,25.287013
2772,3.5,75.187231,2.688042,-163.044312,-23.046788,74.304836,-19.943659
2773,3.5,219.187197,2.688043,-6.66822,54.902861,-144.032502,17.102522
2774,3.5,140.812722,2.688044,-130.228961,34.620715,142.399132,-12.006793
2775,3.5,291.187288,2.688044,39.151286,-6.164083,-66.571445,24.424881
2776,3.5,68.812712,2.688044,-166.792665,-28.446902,67.605827,-19.113626
2777,3.5,222.362373,2.836439,-2.682663,52.768694,-140.923713,18.245843
2778,3.5,137.637627,2.836439,-132.334366,31.977885,139.263052,-12.843725
2779,3.5,281.637625,2.83644,34.900948,2.379549,-77.005216,25.75441
2780,3.5,78.362375,2.83644,-161.439949,-20.243747,77.679815,-20.103104
2781,3.5,294.362371,2.836496,40.777565,-8.899214,-63.116014,24.035756
2782,3.5,65.637629,2.836496,-168.956411,-31.006275,64.326068,-18.451422
2783,3.5,353.637598,2.836498,88.18643,-54.763492,-4.646005,5.130751
2784,3.5,6.362402,2.836498,110.109721,-59.386721,7.031901,0.078977
2785,3.5,209.637645,2.836499,-20.733547,60.882278,-153.397094,13.996454
2786,3.5,150.362355,2.836499,-123.684658,42.684362,151.492549,-8.688237
2787,3.5,350.481732,3.055542,83.873052,-52.89116,-7.468143,6.579897
2788,3.5,9.518268,3.055542,116.318886,-59.644492,10.015177,-0.961207
2789,3.5,206.481759,3.055542,-26.303813,62.626526,-156.501568,13.062986
2790,3.5,153.518241,3.055542,-121.364445,45.367681,154.390467,-7.366298
2791,3.5,278.481709,3.055542,33.661734,5.286958,-80.482213,26.216416
2792,3.5,81.518291,3.055542,-159.975305,-17.4047,81.044311,-20.117789
2793,3.5,297.518233,3.055543,42.489737,-11.571801,-59.687501,23.651315
2794,3.5,62.481767,3.055543,-171.302013,-33.465164,61.109197,-17.659363
2795,3.5,225.518232,3.055543,0.994263,50.58082,-137.819884,19.408293
2796,3.5,134.481768,3.055543,-134.388981,29.358881,136.102784,-13.561413
2797,3.5,228.653822,3.31756,4.378559,48.336907,-134.710075,20.56135
2798,3.5,131.346178,3.31756,-136.379512,26.753975,132.930663,-14.1831
2799,3.5,300.6538,3.31756,44.271193,-14.189964,-56.291312,23.247654
2800,3.5,59.3462,3.31756,-173.818517,-35.828587,57.954948,-16.769098
2801,3.5,347.346162,3.317561,80.007115,-50.84741,-10.266033,8.052745
2802,3.5,12.653838,3.317561,122.526775,-59.553541,13.000717,-1.942297
2803,3.5,275.346184,3.317561,32.467705,8.196258,-83.957808,26.645421
2804,3.5,84.653816,3.317561,-158.613532,-14.54878,84.387263,-20.015704
2805,3.5,203.34622,3.317561,-32.426426,64.163832,-159.581701,12.14928
2806,3.5,156.65378,3.317561,-118.896649,48.014748,157.231572,-5.985179
2807,3.5,231.77421,3.595722,7.487851,46.031178,-131.578996,21.678766
2808,3.5,128.22579,3.595722,-138.296822,24.149645,129.751638,-14.733374
2809,3.5,200.225795,3.595723,-39.140184,65.436716,-162.63473,11.232208
